"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"LAATSTE";"ExterneCode";"GPKODE";"NMMEMO";"NMETIK";"NMNM40";"NMNAAM";"GSKODE";"THKTVR";"GPKTVR";"THKTWG";"GPKTWG";"GPNMNR";"GPSTNR";"GPINST";"GPMLCI";"GPMLCT";"GPADVP";"GPTCVP";"THKHVS";"GPKHVS";"SPKODE";"THSTWG";"SSKTWG";"ATCODE";"THEHHV";"XPEHHV";"VRSCHEHTH";"VRSCHEHIT";"SourceCode"
"0711";"0";0;"";"01-07-2021";"";"00130087";RHESI6;RHESUS(D)IMMUN 625IE/ML INJ;RHESUS(D)IMMUNOGLOBULINE;RHESUS(D)IMMUNOGLOBULINE INJVLST 625IE/ML;"00108421";"0006";"000550";"0007";"000010";"0160738";"0062987";"625IE/ML";"000";"00000000";"092";"00000004";"1012";"";"00038814";"0058";"000006";J06BB01;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130095";MESAP1;MESALAZINE 1,5G GRAN MGA;MESALAZINE;MESALAZINE GRANULAAT MGA 1,5G;"00108448";"0006";"000375";"0007";"000009";"0160740";"0061621";"1,5G";"000";"00000000";"092";"00000004";"1012";"000008";"00032824";"0058";"000004";A07EC02;"0002";"000245";"";"";
"0711";"1";1;"";"01-07-2018";"";"00130109";CALCT5;CALCIUMACETAAT 500MG TABLET;CALCIUMACETAAT;CALCIUMACETAAT TABLET 500MG (126,7MG CA);"00108456";"0006";"000230";"0007";"000009";"0160741";"0063706";"500MG";"000";"00000000";"092";"00000004";"1012";"";"00044423";"0058";"000004";V03AE07;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130117";CALCT7;CALCIUMACETAAT 700MG TABLET;CALCIUMACETAAT;CALCIUMACETAAT TABLET 700MG (177,4MG CA);"00108464";"0006";"000230";"0007";"000009";"0160742";"0063706";"700MG";"000";"00000000";"092";"00000004";"1012";"";"00044423";"0058";"000004";V03AE07;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130125";MEMAT5;MEMANTINE 5MG TABLET FO;MEMANTINE;MEMANTINE TABLET FO  5MG;"00108472";"0006";"000027";"0007";"000009";"0160743";"0141254";"5MG";"000";"00000000";"092";"00000004";"1012";"";"00052698";"0058";"000004";N06DX01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130133";MEMAT1;MEMANTINE 15MG TABLET FO;MEMANTINE;MEMANTINE TABLET FO 15MG;"00108480";"0006";"000027";"0007";"000009";"0160744";"0141254";"15MG";"000";"00000000";"092";"00000004";"1012";"";"00052698";"0058";"000004";N06DX01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130141";MEMAT2;MEMANTINE 20MG TABLET FO;MEMANTINE;MEMANTINE TABLET FO 20MG;"00108499";"0006";"000027";"0007";"000009";"0160745";"0141254";"20MG";"000";"00000000";"092";"00000004";"1012";"";"00052698";"0058";"000004";N06DX01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130168";MEMAT5;MEMANTINE 5+10+15+20MG TAB;MEMANTINE;MEMANTINE TABLET FO 5+10+15+20MG;"00108502";"0006";"000027";"0007";"000009";"0160746";"0141254";"5+10+15+20MG";"000";"00000000";"092";"00000004";"1012";"";"00052698";"0058";"000004";N06DX01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130176";POLII;POLIOMYELITISVACCIN INJSUSP;POLIOMYELITISVACCIN;POLIOMYELITISVACCIN INJSUSP;"00108510";"0006";"000021";"0007";"000010";"0160750";"0062281";"";"000";"00000000";"092";"00000004";"1012";"";"00032018";"0058";"000006";J07BF03;"0002";"000233";"";"";
"0711";"1";1;"";"01-07-2012";"";"00130184";LUUFZ;LUUF BALSEM VOOR VOWASSENEN;LUUF VERKOUDHEIDSBALSEM;LUUF VERKOUDHEIDSBALSEM VOOR VOLWASSENEN;"00108529";"0006";"000015";"0007";"000006";"0009688";"0009688";"";"024";"00000010";"092";"00000004";"1012";"";"00056588";"0058";"000002";R05X;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130192";ESCID2;ESCITALOPRAM 20MG/ML DRUPPE;ESCITALOPRAM;ESCITALOPRAM DRUPPELS 20MG/ML;"00108537";"0006";"000590";"0007";"000009";"0160754";"0159202";"20MG/ML";"216";"00000012";"092";"00000004";"1012";"";"00054038";"0058";"000004";N06AB10;"0002";"000233";"";"";
"0711";"1";1;"";"01-01-2016";"";"00130206";OLMET;OLMESARTA/AMLODIPIN 20/5MG;OLMESARTAN/AMLODIPINE;OLMESARTAN/AMLODIPINE TABLET 20/5MG   OUD;"00108545";"0006";"000230";"0007";"000009";"0160755";"0160756";"20/5MG";"000";"00000000";"092";"00000004";"1012";"";"00056596";"0058";"000004";C09DB02;"0002";"000245";"";"";
"0711";"1";1;"";"01-01-2016";"";"00130214";OLMET;OLMESARTA/AMLODIPIN 40/10MG;OLMESARTAN/AMLODIPINE;OLMESARTAN/AMLODIPINE TABLET 40/10MG  OUD;"00108553";"0006";"000230";"0007";"000009";"0160757";"0160756";"40/10MG";"000";"00000000";"092";"00000004";"1012";"";"00056596";"0058";"000004";C09DB02;"0002";"000245";"";"";
"0711";"1";1;"";"01-01-2016";"";"00130222";OLMET;OLMESARTA/AMLODIPIN 40/5MG;OLMESARTAN/AMLODIPINE;OLMESARTAN/AMLODIPINE TABLET 40/ 5MG   OUD;"00108561";"0006";"000230";"0007";"000009";"0160758";"0160756";"40/5MG";"000";"00000000";"092";"00000004";"1012";"";"00056596";"0058";"000004";C09DB02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130230";AMINI;AMINOMIX 1 NOVUM INFVLST;AMINOMIX 1 NOVUM;AMINOMIX 1 NOVUM INFVLST;"00108588";"0006";"000540";"0007";"000010";"0160759";"0214094";"";"000";"00000000";"092";"00000004";"1012";"";"00056618";"0058";"000006";B05BA10;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130249";AMINI;AMINOMIX 2 NOVUM INFVLST;AMINOMIX 2 NOVUM;AMINOMIX 2 NOVUM INFVLST;"00108596";"0006";"000540";"0007";"000010";"0160760";"0214095";"";"000";"00000000";"092";"00000004";"1012";"";"00056618";"0058";"000006";B05BA10;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130257";AMINI;AMINOMIX 3 NOVUM INFVLST;AMINOMIX 3 NOVUM;AMINOMIX 3 NOVUM INFVLST;"00108618";"0006";"000540";"0007";"000010";"0160761";"0214096";"";"000";"00000000";"092";"00000004";"1012";"";"00056626";"0058";"000006";B05BA10;"0002";"000233";"";"";
"0711";"1";1;"";"01-05-2017";"";"00130265";VENLT7;VENLAFAXINE 75MG TAB MGA;VENLAFAXINE;VENLAFAXINE TABLET MGA  75MG;"00079979";"0006";"000310";"0007";"000009";"0160768";"0064190";"75MG";"216";"00000012";"092";"00000004";"1012";"";"00045985";"0058";"000004";N06AX16;"0002";"000245";"";"";
"0711";"1";1;"";"01-05-2017";"";"00130273";VENLT1;VENLAFAXINE 150MG TAB MGA;VENLAFAXINE;VENLAFAXINE TABLET MGA 150MG;"00086568";"0006";"000310";"0007";"000009";"0160769";"0064190";"150MG";"216";"00000012";"092";"00000004";"1012";"";"00045985";"0058";"000004";N06AX16;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130281";LIPOI2;LIPOPLUS 200MG/ML INF-EMULS;LIPOPLUS;LIPOPLUS INFUSIE-EMULSIE 200MG/ML;"00108626";"0006";"000032";"0007";"000010";"0160775";"0214011";"200MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00056634";"0058";"000006";B05BA02;"0002";"000233";"";"";
"0711";"1";1;"";"01-07-2012";"";"00130303";SENNX7;SENNA 700MG/G KRUIDENTHEE;SENNA;SENNA KRUIDENTHEE 700MG/G (BLAD);"00108634";"0006";"000491";"0007";"000009";"0160780";"0061240";"700MG/G";"000";"00000000";"092";"00000004";"1012";"";"00003409";"0058";"000004";A06AB06;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130311";ETRAT1;ETRAVIRINE 100MG TABLET;ETRAVIRINE;ETRAVIRINE TABLET 100MG;"00108642";"0006";"000230";"0007";"000009";"0160781";"0160782";"100MG";"000";"00000000";"092";"00000004";"1012";"";"00056642";"0058";"000004";J05AG04;"0002";"000245";"";"";
"0711";"1";1;"";"01-01-2016";"";"00130338";DORII5;DORIPENEM 500MG INFPDR;DORIPENEM;DORIPENEM INFUSIEPOEDER 500MG;"00108650";"0006";"000553";"0007";"000010";"0160783";"0160784";"500MG";"000";"00000000";"015";"00000003";"1012";"";"00056650";"0058";"000006";J01DH04;"0002";"000245";"";"";
"0711";"9";0;"";"";"";"90079531";"";"20 0733 EPCORITAMAB";"20 0733 EPCORITAMAB";"20-0733 EPCORITAMAB INJ CONC 5MG/ML FL 1ML";"99981424";"0006";"000551";"0007";"000021";"9990881";"";"5MG/ML";"";"";"";"";"1012";"";"";"0058";"";"20-0733";"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130354";METHT5;METHYLFENIDAAT 5MG CAPS MGA;METHYLFENIDAAT;METHYLFENIDAAT CAPSULE MGA  5MG;"00103012";"0006";"000350";"0007";"000009";"0160789";"0060004";"5MG";"000";"00000000";"092";"00000004";"1012";"";"00007722";"0058";"000004";N06BA04;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130362";METHI4;METHOXYPEG-EPO BET 400UG/ML;METHOXYPEG-EPO BETA;METHOXYPEG-EPO BETA INJVLST 400UG/ML;"00108677";"0006";"000550";"0007";"000010";"0160792";"0160277";"400UG/ML";"000";"00000000";"092";"00000004";"1012";"";"00055956";"0058";"000006";B03XA03;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130370";METHI6;METHOXYPEG-EPO BET 600UG/ML;METHOXYPEG-EPO BETA;METHOXYPEG-EPO BETA INJVLST 600UG/ML;"00108685";"0006";"000550";"0007";"000010";"0160794";"0160277";"600UG/ML";"000";"00000000";"092";"00000004";"1012";"";"00055956";"0058";"000006";B03XA03;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130389";METHI1;METHOXYPEG-EPO BET 100UG/ML;METHOXYPEG-EPO BETA;METHOXYPEG-EPO BETA INJVLST 100UG/ML;"00108693";"0006";"000550";"0007";"000010";"0160796";"0160277";"100UG/ML";"000";"00000000";"092";"00000004";"1012";"";"00055956";"0058";"000006";B03XA03;"0002";"000233";"";"";
"0711";"1";1;"";"01-05-2017";"";"00130397";PEMEI1;PEMETREXED 100MG INFPDR;PEMETREXED;PEMETREXED INFUSIEPOEDER 100MG (OUD);"00108707";"0006";"000553";"0007";"000010";"0160798";"0159394";"100MG";"000";"00000000";"092";"00000004";"1012";"";"00054364";"0058";"000006";L01BA04;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130400";ESTRT5;ESTRADIOL 0,5MG TABLET;ESTRADIOL;ESTRADIOL TABLET 0,5MG;"00108715";"0006";"000230";"0007";"000009";"0160800";"0059527";"0,5MG";"000";"00000000";"092";"00000004";"1012";"";"00000388";"0058";"000004";G03CA03;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130419";PREDI1;PREDNISOLON 12,5MG/ML INJVL;PREDNISOLON;PREDNISOLON INJVLST 12,5MG/ML;"00108723";"0006";"000550";"0007";"000010";"0160801";"0029231";"12,5MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00005444";"0058";"000006";H02AB06;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130427";CALCT;CALCARB/COLECAL2.5G/800IE T;CALCIUMCARBONAAT/COLECALCIFEROL;CALCIUMCARB/COLECALC KAUWTB 2,5G/800IE (1000MG CA);"00108731";"0006";"000260";"0007";"000009";"0160803";"0063441";"2,5G/800IE";"000";"00000000";"092";"00000004";"1012";"";"00042528";"0058";"000004";A12AX;"0002";"000245";"";"";
"0711";"1";1;"";"01-07-2012";"";"00130443";BUDEA1;BUDESONIDE 100UG/DO AEROSOL;BUDESONIDE;BUDESONIDE AEROSOL 100UG/DO;"00072427";"0006";"000531";"0007";"000062";"0160817";"0055653";"100UG/DO";"000";"00000000";"092";"00000004";"1012";"";"00027324";"0058";"000002";R03BA02;"0002";"000208";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130451";TIMOD;TIMOLOL/BRINZOL 5/10MG OOGD;TIMOLOL/BRINZOLAMIDE;TIMOLOL/BRINZOLAMIDE OOGDRUPPELS 5/10MG/ML;"00108766";"0006";"000500";"0007";"000007";"0160820";"0160821";"5/10MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00056677";"0058";"000003";S01ED51;"0002";"000233";"0001";"000303";
"0711";"0";0;"";"01-08-2020";"";"00130478";STIRT2;STIRIPENTOL 250MG CAPSULE;STIRIPENTOL;STIRIPENTOL CAPSULE 250MG;"00108774";"0006";"000300";"0007";"000009";"0160823";"0160824";"250MG";"000";"00000000";"092";"00000004";"1012";"";"00056685";"0058";"000004";N03AX17;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130486";STIRT5;STIRIPENTOL 500MG CAPSULE;STIRIPENTOL;STIRIPENTOL CAPSULE 500MG;"00108782";"0006";"000300";"0007";"000009";"0160825";"0160824";"500MG";"000";"00000000";"092";"00000004";"1012";"";"00056685";"0058";"000004";N03AX17;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130494";STIRP2;STIRIPENTOL 250MG PDR V SUS;STIRIPENTOL;STIRIPENTOL PDR V SUSPENSIE 250MG;"00108774";"0006";"000226";"0007";"000009";"0160826";"0160824";"250MG";"000";"00000000";"092";"00000004";"1012";"";"00056685";"0058";"000004";N03AX17;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130508";STIRP5;STIRIPENTOL 500MG PDR V SUS;STIRIPENTOL;STIRIPENTOL PDR V SUSPENSIE 500MG;"00108782";"0006";"000226";"0007";"000009";"0160827";"0160824";"500MG";"000";"00000000";"092";"00000004";"1012";"";"00056685";"0058";"000004";N03AX17;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130516";AZACI1;AZACITIDINE 100MG PDR V INJ;AZACITIDINE;AZACITIDINE PDR V INJSUSP 100MG;"00108758";"0006";"000044";"0007";"000010";"0160836";"0160815";"100MG";"000";"00000000";"092";"00000004";"1012";"";"00056669";"0058";"000006";L01BC07;"0002";"000245";"";"";
"0711";"0";0;"";"01-02-2022";"";"00130532";OTC T;OTC KAUWTAB MET OA VIT K;VITAMINE K BEVATTEND;OTC KAUWTABLET MET O.A. VITAMINE K;"00108804";"0006";"000260";"0007";"000009";"0160838";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000245";"0002";"000245";
"0711";"0";0;"";"01-02-2022";"";"00130540";POEDP;POEDER MET OA VIT K;VITAMINE K BEVATTEND;POEDER VOOR VOEDING MET O.A. VITAMINE K;"00066141";"0006";"000200";"0007";"000009";"0160840";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000215";"";"";
"0711";"0";0;"";"01-02-2022";"";"00130559";OTC T;OTC TABLET MET OA VITAM K;VITAMINE K BEVATTEND;OTC TABLET MET O.A. VITAMINE K;"00108804";"0006";"000230";"0007";"000009";"0160842";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000245";"";"";
"0711";"0";0;"0000002403";"01-08-2023";"";"00130567";OTC T;VITAMINE ADEK CAPSULE ESSEN;VITAMINE K BEVATTEND;VITAMINE ADEK CAPSULE ESSENTIAL ORGANICS;"00108804";"0006";"000300";"0007";"000009";"0160844";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000245";"";"";
"0711";"0";0;"";"01-02-2022";"";"00130575";VLOEV;VLOEIBARE VOEDING MET VIT K;VITAMINE K BEVATTEND;VLOEIBARE VOEDING MET O.A. VITAMINE K;"00108812";"0006";"000400";"0007";"000009";"0160846";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000233";"";"";
"0711";"0";0;"0000000524";"01-08-2023";"";"00130583";OTC D;OTC DRUPPELS MET OA VIT K;VITAMINE K BEVATTEND;OTC DRUPPELS MET O.A. VITAMINE K;"00108812";"0006";"000590";"0007";"000009";"0224474";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";B02BA01;"0002";"000233";"0002";"000233";
"0711";"0";0;"";"01-02-2022";"";"00130591";OTC T;OTC BRUISTAB MET OA VIT K;VITAMINE K BEVATTEND;OTC BRUISTABLET MET O.A. VITAMINE K;"00108804";"0006";"000270";"0007";"000009";"0160850";"0217769";"";"000";"00000000";"092";"00000004";"1012";"000002";"00012378";"0058";"000004";Z;"0002";"000245";"";"";
"0711";"0";0;"";"01-01-2021";"";"00130605";DASAT1;DASATINIB 100MG TABLET;DASATINIB;DASATINIB TABLET 100MG;"00108820";"0006";"000230";"0007";"000009";"0160852";"0160037";"100MG";"000";"00000000";"092";"00000004";"1012";"";"00055530";"0058";"000004";L01EA02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130613";OMEPT1;OMEPRAZOL 10MG TABLET MSR;OMEPRAZOL;OMEPRAZOL TABLET MSR 10MG;"00088994";"0006";"000250";"0007";"000009";"0160853";"0062788";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00037893";"0058";"000004";A02BC01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130621";OMEPT4;OMEPRAZOL 40MG TABLET MSR;OMEPRAZOL;OMEPRAZOL TABLET MSR 40MG;"00089028";"0006";"000250";"0007";"000009";"0160854";"0062788";"40MG";"000";"00000000";"092";"00000004";"1012";"";"00037893";"0058";"000004";A02BC01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130648";OMEPT2;OMEPRAZOL 20MG TABLET MSR;OMEPRAZOL;OMEPRAZOL TABLET MSR 20MG;"00089001";"0006";"000250";"0007";"000009";"0160855";"0062788";"20MG";"000";"00000000";"092";"00000004";"1012";"";"00037893";"0058";"000004";A02BC01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130656";OXYCT;OXYCODON/NALOXON 10/5MG TAB;OXYCODON/NALOXON;OXYCODON/NALOXON TABLET MGA 10/5MG;"00108839";"0006";"000310";"0007";"000009";"0160856";"0160857";"10/5MG";"000";"00000000";"092";"00000004";"1012";"";"00056693";"0058";"000004";N02AA55;"0002";"000245";"0002";"000245";
"0711";"0";0;"";"01-08-2020";"";"00130664";OXYCT;OXYCODON/NALOXON 20/10MG TA;OXYCODON/NALOXON;OXYCODON/NALOXON TABLET MGA 20/10MG;"00108847";"0006";"000310";"0007";"000009";"0160858";"0160857";"20/10MG";"000";"00000000";"092";"00000004";"1012";"";"00056693";"0058";"000004";N02AA55;"0002";"000245";"0002";"000245";
"0711";"0";0;"";"01-08-2020";"";"00130672";CALCT;CACARB/MGSUBCARB/ALGIN KAUW;CALCIUMCARBONAAT/MGSUBCARB/ALGINEZUUR;CALCIUMCARBONAAT/MGSUBCARB/ALGINEZUUR KAUWTABLET;"00108855";"0006";"000260";"0007";"000009";"0160859";"0159301";"625/73,5/150MG";"000";"00000000";"092";"00000004";"1012";"";"00054208";"0058";"000004";A02AD01;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130680";RIVAT1;RIVAROXABAN 10MG TABLET;RIVAROXABAN;RIVAROXABAN TABLET 10MG;"00108863";"0006";"000230";"0007";"000009";"0160860";"0160861";"10MG";"000";"00000000";"092";"00000004";"1012";"";"00056707";"0058";"000004";B01AF01;"0002";"000245";"";"";
"0711";"9";0;"";"";"";"90051297";"";"6000 072 RINTATOLIMOD 200MG";"6000 072 RINTATOLIMOD";"6000-072 RINTATOLIMOD INFVLST 2,5MG/ML FL 80ML";"99987821";"0006";"000540";"0007";"000005";"9991414";"";"2,5MG/ML";"";"";"";"";"1012";"";"";"0058";"000006";"6000-072";"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130699";BOFMI;BOF/MAZELEN/RUBELLAVAC 1 DO;BOF/MAZELEN/RUBELLAVACCIN;BOF/MAZELEN/RUBELLAVACCIN  1 DOSIS (MMRVAXPRO);"00108871";"0006";"000044";"0007";"000010";"0160863";"0062847";"1 DOSIS";"000";"00000000";"092";"00000004";"1012";"";"00032433";"0058";"000006";J07BD52;"0002";"000245";"0002";"000245";
"0711";"1";1;"";"01-03-2019";"";"00130702";DKTPI;DKTP-HIB VACCIN (PEDIACEL);DKTP-HIB VACCIN;DKTP-HIB VACCIN (PEDIACEL);"00108898";"0006";"000021";"0007";"000010";"0160865";"0160866";"";"000";"00000000";"092";"00000004";"1012";"";"00053074";"0058";"000006";J07CA06;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130710";UREUZ2;UREUM 200MG/G ZALF WATERVRI;UREUM;UREUM ZALF WATERVRIJ 200MG/G;"00108901";"0006";"000010";"0007";"000053";"0160868";"0016516";"200MG/G";"000";"00000000";"092";"00000004";"1012";"";"00008095";"0058";"000001";D02AE01;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130729";UREUZ4;UREUM 400MG/G ZALF WATERVRI;UREUM;UREUM ZALF WATERVRIJ 400MG/G;"00108928";"0006";"000010";"0007";"000053";"0160869";"0016516";"400MG/G";"000";"00000000";"092";"00000004";"1012";"";"00008095";"0058";"000001";D02AE01;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130745";DKTPI;DKTP VACCIN (TRIAXIS POLIO);DKTP VACCIN;DKTP VACCIN (TRIAXIS POLIO);"00108944";"0006";"000021";"0007";"000010";"0160872";"0155820";"";"000";"00000000";"092";"00000004";"1012";"";"00035475";"0058";"000006";J07CA02;"0002";"000233";"";"";
"0711";"1";1;"";"01-07-2012";"";"00130753";FYTOD;FYTOMENADION/COLECALCIFEROL;FYTOMENADION/COLECALCIFEROL;FYTOMENADION/COLECALCIFEROL DRUPPELS;"00108952";"0006";"000590";"0007";"000009";"0160874";"0160875";"";"000";"00000000";"092";"00000004";"1012";"";"00056715";"0058";"000004";A11JA;"0002";"000215";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130761";ENALT1;ENALAPR/LERCANIDI 10/10MG T;ENALAPRIL/LERCANIDIPINE;ENALAPRIL/LERCANIDIPINE TABLET 10/10MG;"00108960";"0006";"000230";"0007";"000009";"0160876";"0160877";"10/10MG";"000";"00000000";"092";"00000004";"1012";"";"00056723";"0058";"000004";C09BB02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130788";ENALT2;ENALAPR/LERCANIDI 20/10MG T;ENALAPRIL/LERCANIDIPINE;ENALAPRIL/LERCANIDIPINE TABLET 20/10MG;"00108979";"0006";"000230";"0007";"000009";"0160878";"0160877";"20/10MG";"000";"00000000";"092";"00000004";"1012";"";"00056723";"0058";"000004";C09BB02;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130796";TOCII2;TOCILIZUMAB 20MG/ML INFCONC;TOCILIZUMAB;TOCILIZUMAB INFOPL CONC 20MG/ML;"00108987";"0006";"000541";"0007";"000010";"0160879";"0160880";"20MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00056731";"0058";"000006";L04AC07;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130818";LACOT5;LACOSAMIDE 50MG TABLET;LACOSAMIDE;LACOSAMIDE TABLET  50MG;"00108995";"0006";"000230";"0007";"000009";"0160884";"0160885";"50MG";"000";"00000000";"092";"00000004";"1012";"";"00056758";"0058";"000004";N03AX18;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130826";LACOT1;LACOSAMIDE 150MG TABLET;LACOSAMIDE;LACOSAMIDE TABLET 150MG;"00109002";"0006";"000230";"0007";"000009";"0160886";"0160885";"150MG";"000";"00000000";"092";"00000004";"1012";"";"00056758";"0058";"000004";N03AX18;"0002";"000245";"";"";
"0711";"1";1;"";"01-07-2012";"";"00130842";LACOV1;LACOSAMIDE 15MG/ML STROOP;LACOSAMIDE;LACOSAMIDE STROOP 15MG/ML;"00109029";"0006";"000470";"0007";"000009";"0160888";"0160885";"15MG/ML";"048";"00000023";"092";"00000004";"1012";"";"00056758";"0058";"000004";N03AX18;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130850";LACOI1;LACOSAMIDE 10MG/ML INFVLST;LACOSAMIDE;LACOSAMIDE INFVLST 10MG/ML;"00109037";"0006";"000540";"0007";"000010";"0160889";"0160885";"10MG/ML";"000";"00000000";"092";"00000004";"1012";"";"00056766";"0058";"000006";N03AX18;"0002";"000233";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130869";ALIST1;ALISKIREN/HCT 150/12,5MG TA;ALISKIREN/HYDROCHLOORTHIAZIDE;ALISKIREN/HYDROCHLOORTHIAZIDE TABLET 150/12,5MG;"00109045";"0006";"000230";"0007";"000009";"0160891";"0160892";"150/12,5MG";"000";"00000000";"092";"00000004";"1012";"";"00056774";"0058";"000004";C09XA52;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130877";ALIST1;ALISKIREN/HCT 150/25MG TABL;ALISKIREN/HYDROCHLOORTHIAZIDE;ALISKIREN/HYDROCHLOORTHIAZIDE TABLET 150/25MG;"00109053";"0006";"000230";"0007";"000009";"0160893";"0160892";"150/25MG";"000";"00000000";"092";"00000004";"1012";"";"00056774";"0058";"000004";C09XA52;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130885";ALIST3;ALISKIREN/HCT 300/12,5MG TA;ALISKIREN/HYDROCHLOORTHIAZIDE;ALISKIREN/HYDROCHLOORTHIAZIDE TABLET 300/12,5MG;"00109061";"0006";"000230";"0007";"000009";"0160894";"0160892";"300/12,5MG";"000";"00000000";"092";"00000004";"1012";"";"00056774";"0058";"000004";C09XA52;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130893";ALIST3;ALISKIREN/HCT 300/25MG TABL;ALISKIREN/HYDROCHLOORTHIAZIDE;ALISKIREN/HYDROCHLOORTHIAZIDE TABLET 300/25MG;"00109088";"0006";"000230";"0007";"000009";"0160895";"0160892";"300/25MG";"000";"00000000";"092";"00000004";"1012";"";"00056774";"0058";"000004";C09XA52;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130907";ORLIT6;ORLISTAT 60MG CAPSULE;ORLISTAT;ORLISTAT CAPSULE  60MG;"00109096";"0006";"000300";"0007";"000009";"0160896";"0087172";"60MG";"000";"00000000";"092";"00000004";"1012";"";"00049735";"0058";"000004";A08AB01;"0002";"000245";"";"";
"0711";"1";1;"";"01-12-2019";"";"00130915";DARUT6;DARUNAVIR 600MG TABLET;DARUNAVIR;DARUNAVIR TABLET 600MG (OUD);"00109118";"0006";"000230";"0007";"000009";"0160897";"0160173";"600MG";"000";"00000000";"092";"00000004";"1012";"";"00055751";"0058";"000004";J05AE10;"0002";"000245";"";"";
"0711";"0";0;"";"01-08-2020";"";"00130923";ROMII2;ROMIPLOSTIM 250UG INJPDR;ROMIPLOSTIM;ROMIPLOSTIM INJECTIEPOEDER 250UG;"00109126";"0006";"000552";"0007";"000010";"0160898";"0160899";"250UG";"000";"00000000";"092";"00000004";"1012";"";"00056782";"0058";"000006";B02BX04;"0002";"000245";"";"";
