"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"TSNR";"TSITNR";"THITMK";"THAKD1";"THAKD2";"THAKD3";"THAKD4";"THAKD5";"THAKD6";"THNM15";"THNM50";"THNM4";"THNM25";"NIETVOORSC";"SourceCode"
"0902";"1";1;"";"0130";"000175";"";"";"";"";"";"";"";"175";Spiegel moclobemide kan toenemen;"";Spiegel moclob. neemt toe;0;
"0902";"1";1;"";"0130";"000176";"";"";"";"";"";"";"";"176";Effect benzodiazepine kan toenemen;"";Effect benzo kan toenemen;0;
"0902";"1";1;"";"0130";"000177";"";"";"";"";"";"";"";"177";Effect ketoconazol kan afnemen;"";Effect ketoc. kan afnemen;0;
"0902";"1";1;"";"0130";"000178";"";"";"";"";"";"";"";"178";Effect antimycoticum neemt af;"";Effect antimyc. neemt af;0;
"0902";"1";1;"";"0130";"000179";"";"";"";"";"";"";"";"179";Effect betablokker kan afnemen;"";Effe betablokker neemt af;0;
"0902";"1";1;"";"0130";"000180";"";"";"";"";"";"";"";"180";Gebruik NSAID korter dan 2 weken:;"";Gebruik NSAID < 2 weken;0;
"0902";"1";1;"";"0130";"000181";"";"";"";"";"";"";"";"181";Gebruik NSAID langer dan 2 weken:;"";Gebruik NSAID > 2 weken;0;
"0902";"1";1;"";"0130";"000182";"";"";"";"";"";"";"";"182";Absorptie ijzer neemt af;"";Absorptie ijzer neemt af;0;
"0902";"1";1;"";"0130";"000183";"";"";"";"";"";"";"";"183";Vertel patient over maximale tussenpoos;"";Vertel pat max tussenpoos;0;
"0902";"1";1;"";"0130";"000184";"";"";"";"";"";"";"";"184";Toxiciteit tacrolimus kan toenemen;"";Tox tacrolim kan toenemen;0;
"0902";"1";1;"";"0130";"000185";"";"";"";"";"";"";"";"185";Effect tacrolimus kan afnemen;"";Effect tacro. kan afnemen;0;
"0902";"1";1;"";"0130";"000186";"";"";"";"";"";"";"";"186";Effect Vivotif neemt af;"";Effect Vivotif neemt af;0;
"0902";"1";1;"";"0130";"000187";"";"";"";"";"";"";"";"187";Vertel patient over 3 dagen tussenpoos;"";Vertel pat 3 dagen tussen;0;
"0902";"1";1;"";"0130";"000188";"";"";"";"";"";"";"";"188";Effect sympathicomimeticum kan afnemen;"";Effect sympat kan afnemen;0;
"0902";"1";1;"";"0130";"000189";"";"";"";"";"";"";"";"189";Spiegel lamivudine neemt toe;"";Spiegel lamivu. neemt toe;0;
"0902";"1";1;"";"0130";"000190";"";"";"";"";"";"";"";"190";Toxiciteit rifabutine kan toenemen;"";Tox rifabut. kan toenemen;0;
"0902";"1";1;"";"0130";"000191";"";"";"";"";"";"";"";"191";Effect rifabutine neemt toe;"";Effect rifabut neemt toe;0;
"0902";"1";1;"";"0130";"000192";"";"";"";"";"";"";"";"192";Effect indinavir neemt af;"";Effect indinavir neemt af;0;
"0902";"1";1;"";"0130";"000193";"";"";"";"";"";"";"";"193";- dosis rifabutine verlagen;"";- dosis rifabuti verlagen;0;
"0902";"1";1;"";"0130";"000194";"";"";"";"";"";"";"";"194";- dosis indinavir moet verhoogd;"";- dosis indin. verhogen;0;
"0902";"1";1;"";"0130";"000195";"";"";"";"";"";"";"";"195";Effect saquinavir neemt af;"";Effect saquin neemt af;0;
"0902";"1";1;"";"0130";"000196";"";"";"";"";"";"";"";"196";Spiegel indinavir kan toenemen;"";Spiegel indinav kan toene;0;
"0902";"1";1;"";"0130";"000197";"";"";"";"";"";"";"";"197";- dosis indinavir moet verlaagd;"";- dosis indin. verlagen;0;
"0902";"1";1;"";"0130";"000198";"";"";"";"";"";"";"";"198";Absorptie indinavir neemt af;"";Absorp indinavir neemt af;0;
"0902";"1";1;"";"0130";"000199";"";"";"";"";"";"";"";"199";Vertel patient over 1 uur tussenpoos;"";Vertel pat 1 uur ertussen;0;
"0902";"1";1;"";"0130";"000200";"";"";"";"";"";"";"";"200";Niet gelijktijdig aanbrengen;"";Niet gelijktijdig aanbr.;0;
"0902";"1";1;"";"0130";"000201";"";"";"";"";"";"";"";"201";Effect doxycycline kan afnemen;"";Effect doxycycl. kan afne;0;
"0902";"1";1;"";"0130";"000203";"";"";"";"";"";"";"";"203";Ritonavir remt afbraak van dit middel;"";Ritonavir remt afbraak;0;
"0902";"1";1;"";"0130";"000204";"";"";"";"";"";"";"";"204";Hartfalen kan verergeren;"";Hartfalen kan verergeren;0;
"0902";"1";1;"";"0130";"000205";"";"";"";"";"";"";"";"205";Effect methyldopa kan afnemen;"";Eff. methyld. kan afnemen;0;
"0902";"1";1;"";"0130";"000206";"";"";"";"";"";"";"";"206";Risico peptisch ulcus neemt toe;"";Risico peptisch ulcus;0;
"0902";"1";1;"";"0130";"000207";"";"";"";"";"";"";"";"207";Risico bijwerkingen neemt toe;"";Risico bijwerkingen stijg;0;
"0902";"1";1;"";"0130";"000209";"";"";"";"";"";"";"";"209";Spiegel saquinavir kan toenemen;"";Spiegel saq. kan toenemen;0;
"0902";"1";1;"";"0130";"000211";"";"";"";"";"";"";"";"211";Effect proteaseremmer neemt af;"";Eff. proteaserem neemt af;0;
"0902";"1";1;"";"0130";"000212";"";"";"";"";"";"";"";"212";Effect nevirapine neemt af;"";Effect nevirapin neemt af;0;
"0902";"1";1;"";"0130";"000213";"";"";"";"";"";"";"";"213";Effect ritonavir neemt af;"";Effect ritonavir neemt af;0;
"0902";"1";1;"";"0130";"000214";"";"";"";"";"";"";"";"214";Spiegel claritromycine kan toenemen;"";Spiegel clari kan stijgen;0;
"0902";"1";1;"";"0130";"000215";"";"";"";"";"";"";"";"215";Effect clindamycine kan toenemen;"";Effect clindam. kan toene;0;
"0902";"1";1;"";"0130";"000216";"";"";"";"";"";"";"";"216";Risico zenuwaandoening neemt toe;"";Risico zenuwaandoening;0;
"0902";"1";1;"";"0130";"000217";"";"";"";"";"";"";"";"217";Absorptie bisfosfonaat neemt af;"";Absorp bisfosfon neemt af;0;
"0902";"1";1;"";"0130";"000218";"";"";"";"";"";"";"";"218";Absorptie alendroninezuur neemt af;"";Absorp alendron. neemt af;0;
"0902";"1";1;"";"0130";"000219";"";"";"";"";"";"";"";"219";Toxiciteit ergotamine neemt toe;"";Tox. ergotamine neemt toe;0;
"0902";"1";1;"";"0130";"000220";"";"";"";"";"";"";"";"220";Vertel patient over tussenpoos:;"";Vertel pat over ertussen;0;
"0902";"1";1;"";"0130";"000221";"";"";"";"";"";"";"";"221";- 2 uur voor of 6 uur na didanosine;"";"2 uur voor/6 uur na dida.";0;
"0902";"1";1;"";"0130";"000222";"";"";"";"";"";"";"";"222";Absorptie chinolon neemt af;"";Absorp. chinolon neemt af;0;
"0902";"1";1;"";"0130";"000223";"";"";"";"";"";"";"";"223";Risico spierziekte neemt toe;"";Risico spierziekte neemt;0;
"0902";"1";1;"";"0130";"000224";"";"";"";"";"";"";"";"224";NB: tussenpoos geldt NIET bij bismut +;"";NB: geen tussenpoos bij;0;
"0902";"1";1;"";"0130";"000225";"";"";"";"";"";"";"";"225";Spiegel sertindol neemt toe;"";Spiegel sertin. neemt toe;0;
"0902";"1";1;"";"0130";"000226";"";"";"";"";"";"";"";"226";Risico maagklachten neemt toe;"";Risico maagklachten;0;
"0902";"1";1;"";"0130";"000227";"";"";"";"";"";"";"";"227";Effect benzodiazepine neemt sterk af;"";Eff. benzo neemt sterk af;0;
"0902";"1";1;"";"0130";"000228";"";"";"";"";"";"";"";"228";Effect itraconazol kan afnemen;"";Effect itraco kan afnemen;0;
"0902";"1";1;"";"0130";"000229";"";"";"";"";"";"";"";"229";Effect atovaquon neemt af;"";Eff atovaquon neemt af;0;
"0902";"1";1;"";"0130";"000230";"";"";"";"";"";"";"";"230";Effect disopyramide kan afnemen;"";Effect disopyr. kan afnem;0;
"0902";"1";1;"";"0130";"000231";"";"";"";"";"";"";"";"231";Effect bismutoxide neemt af;"";Effect bismutox. neemt af;0;
"0902";"1";1;"";"0130";"000232";"";"";"";"";"";"";"";"232";Vertel patient over half uur tussenpoos;"";Vertel pat 1/2 uur tussen;0;
"0902";"1";1;"";"0130";"000233";"";"";"";"";"";"";"";"233";Symptomen van een hypo worden gemaskeerd;"";Symptomen hypo gemaskeerd;0;
"0902";"1";1;"";"0130";"000234";"";"";"";"";"";"";"";"234";Absorptie gemfibrozil neemt af;"";Abs. gemfibrozil neemt af;0;
"0902";"1";1;"";"0130";"000235";"";"";"";"";"";"";"";"235";Absorptie anticoagulans neemt af;"";Abs anticoagulans daalt;0;
"0902";"1";1;"";"0130";"000236";"";"";"";"";"";"";"";"236";Risico bloedingen is sterk verhoogd;"";Risico bloedingen verh.;0;
"0902";"1";1;"";"0130";"000237";"";"";"";"";"";"";"";"237";Risico bloedingen is verhoogd;"";Risico bloeding verhoogd;0;
"0902";"1";1;"";"0130";"000238";"";"";"";"";"";"";"";"238";Toxiciteit ouabaine kan toenemen;"";Tox ouabaine kan toenemen;0;
"0902";"1";1;"";"0130";"000239";"";"";"";"";"";"";"";"239";Effect chinolon neemt sterk af;"";Eff chinol neemt sterk af;0;
"0902";"1";1;"";"0130";"000240";"";"";"";"";"";"";"";"240";Risico maagbloedingen neemt toe;"";Risico maagbloedingen;0;
"0902";"1";1;"";"0130";"000241";"";"";"";"";"";"";"";"241";- 2 uur NA bisfosfonaat;"";- 2 uur na bisfosfonaat;0;
"0902";"1";1;"";"0130";"000242";"";"";"";"";"";"";"";"242";. geen ander middel nemen;"";. geen ander middel nemen;0;
"0902";"1";1;"";"0130";"000243";"";"";"";"";"";"";"";"243";Salicylzuur inactiveert calcipotriol;"";Salicylzuur inactiveert c;0;
"0902";"1";1;"";"0130";"000244";"";"";"";"";"";"";"";"244";. antibioticum innemen;"";. antibioticum innemen;0;
"0902";"1";1;"";"0130";"000245";"";"";"";"";"";"";"";"245";Spiegel ciclosporine kan toenemen;"";Ciclosp.spiegel kan toene;0;
"0902";"1";1;"";"0130";"000246";"";"";"";"";"";"";"";"246";Combinatie wordt ontraden;"";Combinatie wordt ontraden;0;
"0902";"1";1;"";"0130";"000247";"";"";"";"";"";"";"";"247";Effect cumarine kan afnemen;"";Effect cumarine daalt;0;
"0902";"1";1;"";"0130";"000248";"";"";"";"";"";"";"";"248";. itraconazol innemen;"";. itraconazol innemen;0;
"0902";"1";1;"";"0130";"000249";"";"";"";"";"";"";"";"249";. ketoconazol innemen;"";. ketoconazol innemen;0;
"0902";"1";1;"";"0130";"000250";"";"";"";"";"";"";"";"250";Middelen veranderen elkaars effect;"";Midd. veranderen effect;0;
"0902";"1";1;"";"0130";"000251";"";"";"";"";"";"";"";"251";Beide stoffen beinvloeden het hart;"";Stoffen beinvloeden hart;0;
"0902";"1";1;"";"0130";"000252";"";"";"";"";"";"";"";"252";. tetracycline bij eradicatie H. pylori;"";. tetrac. eradicatie H.py;0;
"0902";"1";1;"";"0130";"000253";"";"";"";"";"";"";"";"253";De dosis moet worden verlaagd;"";De dosis moet verlaagd;0;
"0902";"1";1;"";"0130";"000254";"";"";"";"";"";"";"";"254";Effect cumarine kan veranderen;"";Effect cumarine verandert;0;
"0902";"1";1;"";"0130";"000255";"";"";"";"";"";"";"";"255";Spiegel didanosine kan toenemen;"";Spiegel didan. neemt toe;0;
"0902";"1";1;"";"0130";"000256";"";"";"";"";"";"";"";"256";Ritonavir drank/capsule bevat alcohol;"";Rito-dr/caps bevat alcoh.;0;
"0902";"1";1;"";"0130";"000257";"";"";"";"";"";"";"";"257";Nelfinavir remt afbraak van dit middel;"";Nelfinavir remt afbraak;0;
"0902";"1";1;"";"0130";"000258";"";"";"";"";"";"";"";"258";Absorptie zalcitabine neemt af;"";Absorp. zalcit. neemt af;0;
"0902";"1";1;"";"0130";"000259";"";"";"";"";"";"";"";"259";Nevirapine remt afbraak van dit middel;"";Nevirapine remt afbraak;0;
"0902";"1";1;"";"0130";"000260";"";"";"";"";"";"";"";"260";Indinavir remt afbraak van dit middel;"";Indinavir remt afbraak;0;
"0902";"1";1;"";"0130";"000261";"";"";"";"";"";"";"";"261";Saquinavir remt afbraak van dit middel;"";Saquinavir remt afbraak;0;
"0902";"1";1;"";"0130";"000262";"";"";"";"";"";"";"";"262";Effect nelfinavir neemt af;"";Effect nelfinavir daalt;0;
"0902";"1";1;"";"0130";"000263";"";"";"";"";"";"";"";"263";- dosis nelfinavir moet verhoogd;"";- dosis nelfinavir verhog;0;
"0902";"1";1;"";"0130";"000264";"";"";"";"";"";"";"";"264";Spiegel nelfinavir kan toenemen;"";Spiegel nelfin. neemt toe;0;
"0902";"1";1;"";"0130";"000266";"";"";"";"";"";"";"";"266";Effect indinavir neemt toe;"";Effect indinav. neemt toe;0;
"0902";"1";1;"";"0130";"000267";"";"";"";"";"";"";"";"267";- dosis indinavir moet gehalveerd;"";- dosis indinav. halveren;0;
"0902";"1";1;"";"0130";"000268";"";"";"";"";"";"";"";"268";Absorptie delavirdine neemt af;"";Absorp. delavir. neemt af;0;
"0902";"1";1;"";"0130";"000269";"";"";"";"";"";"";"";"269";Spiegel delavirdine kan toenemen;"";Spiegel delavir neemt toe;0;
"0902";"1";1;"";"0130";"000270";"";"";"";"";"";"";"";"270";Delavirdine remt afbraak van dit middel;"";Delavirdine remt afbraak;0;
"0902";"1";1;"";"0130";"000271";"";"";"";"";"";"";"";"271";Dosis lamotrigine moet verlaagd;"";Dosis lamotrig. verlagen;0;
"0902";"1";1;"";"0130";"000272";"";"";"";"";"";"";"";"272";Algemeen advies (14 dagen):;"";Algemeen advies (14 dgn):;0;
"0902";"1";1;"";"0130";"000273";"";"";"";"";"";"";"";"273";Advies op maat (7 dagen):;"";Advies op maat (7 dagen):;0;
"0902";"1";1;"";"0130";"000274";"";"";"";"";"";"";"";"274";Absorptie antibioticum neemt af;"";Absorpt antibiot neemt af;0;
"0902";"1";1;"";"0130";"000275";"";"";"";"";"";"";"";"275";Toxiciteit theofylline kan toenemen;"";Tox. theofyll. neemt toe;0;
"0902";"1";1;"";"0130";"000276";"";"";"";"";"";"";"";"276";ERYTROMYCINE + theofylline;"";ERYTROMYCINE+theofylline;0;
"0902";"1";1;"";"0130";"000277";"";"";"";"";"";"";"";"277";CLARITROMYCINE + theofylline;"";CLARITROMYCINE+theofyllin;0;
"0902";"1";1;"";"0130";"000278";"";"";"";"";"";"";"";"278";Absorptie itra/ketoconazol neemt af;"";Absorptie itra/keto daalt;0;
"0902";"1";1;"";"0130";"000279";"";"";"";"";"";"";"";"279";Vertel patient over innemen met cola;"";Vertel patient over cola;0;
"0902";"1";1;"";"0130";"000280";"";"";"";"";"";"";"";"280";Absorptie mycofenolzuur neemt af;"";Absorp mycofenol neemt af;0;
"0902";"1";1;"";"0130";"000281";"";"";"";"";"";"";"";"281";Effect mycofenolzuur kan afnemen;"";Effect mycof. kan afnemen;0;
"0902";"1";1;"";"0130";"000282";"";"";"";"";"";"";"";"282";Digoxine toegevoegd aan amiodaron:;"";Digoxine aan amiodaron:;0;
"0902";"1";1;"";"0130";"000283";"";"";"";"";"";"";"";"283";Amiodaron toegevoegd aan digoxine:;"";Amiodaron aan digoxine:;0;
"0902";"1";1;"";"0130";"000284";"";"";"";"";"";"";"";"284";Als na overleg wordt afgeleverd:;"";Als na overleg afgeleverd;0;
"0902";"1";1;"";"0130";"000285";"";"";"";"";"";"";"";"285";Herhaling amiodaron in verhoogde dosis:;"";Herh amio verhoogde dosis;0;
"0902";"1";1;"";"0130";"000286";"";"";"";"";"";"";"";"286";Herhaling amiodaron in verlaagde dosis:;"";Herh amio verlaagde dosis;0;
"0902";"1";1;"";"0130";"000287";"";"";"";"";"";"";"";"287";Digoxine toegevoegd aan macrolide:;"";Digoxine aan macrolide:;0;
"0902";"1";1;"";"0130";"000288";"";"";"";"";"";"";"";"288";Macrolide toegevoegd aan digoxine:;"";Macrolide aan digoxine:;0;
"0902";"1";1;"";"0130";"000289";"";"";"";"";"";"";"";"289";Herhaling macrolide in gewijzigde dosis:;"";Herh macrolide gewijzigd;0;
"0902";"1";1;"";"0130";"000290";"";"";"";"";"";"";"";"290";Herhaling macrolide in verlaagde dosis:;"";Herh macrolide verlaagd:;0;
"0902";"1";1;"";"0130";"000291";"";"";"";"";"";"";"";"291";Digoxine toegevoegd aan itra/ketoconaz.:;"";Digox aan itra/ketoconaz.;0;
"0902";"1";1;"";"0130";"000292";"";"";"";"";"";"";"";"292";Itra/ketoconazol toegevoegd aan digox.:;"";Itra/ketoc. aan digoxine:;0;
"0902";"1";1;"";"0130";"000293";"";"";"";"";"";"";"";"293";Herhaling itraconazol gewijzigde dosis:;"";Herh itrac gewijzigde dos;0;
"0902";"1";1;"";"0130";"000294";"";"";"";"";"";"";"";"294";Digoxine toegevoegd aan kinidine:;"";Digoxine aan kinidine:;0;
"0902";"1";1;"";"0130";"000295";"";"";"";"";"";"";"";"295";Kinidine toegevoegd aan digoxine:;"";Kinidine aan digoxine:;0;
"0902";"1";1;"";"0130";"000296";"";"";"";"";"";"";"";"296";Herhaling kinidine in verhoogde dosis:;"";Herh kinidine verhoogd:;0;
"0902";"1";1;"";"0130";"000297";"";"";"";"";"";"";"";"297";Herhaling kinidine in verlaagde dosis:;"";Herh kinidine verlaagd:;0;
"0902";"1";1;"";"0130";"000298";"";"";"";"";"";"";"";"298";Digoxine toegevoegd aan nefazodon:;"";Digoxine aan nefazodon:;0;
"0902";"1";1;"";"0130";"000299";"";"";"";"";"";"";"";"299";Nefazodon toegevoegd aan digoxine:;"";Nefazodon aan digoxine:;0;
"0902";"1";1;"";"0130";"000300";"";"";"";"";"";"";"";"300";Herhaling nefazodon in verhoogde dosis:;"";Herh nefazodon verhoogd:;0;
"0902";"1";1;"";"0130";"000301";"";"";"";"";"";"";"";"301";Herhaling nefazodon in verlaagde dosis:;"";Herh nefazodon verlaagd:;0;
"0902";"1";1;"";"0130";"000302";"";"";"";"";"";"";"";"302";Digoxine toegevoegd aan diureticum:;"";Digoxine aan diureticum:;0;
"0902";"1";1;"";"0130";"000303";"";"";"";"";"";"";"";"303";Diureticum toegevoegd aan digoxine:;"";Diureticum aan digoxine:;0;
"0902";"1";1;"";"0130";"000304";"";"";"";"";"";"";"";"304";Herhaling diureticum in verhoogde dosis:;"";Herh diureticum verhoogd;0;
"0902";"1";1;"";"0130";"000305";"";"";"";"";"";"";"";"305";Herhaling diureticum in verlaagde dosis:;"";Herh diureticum verlaagd;0;
"0902";"1";1;"";"0130";"000306";"";"";"";"";"";"";"";"306";"- zie bij ""Diureticum toegevoegd""";"";"- zie ""Diureticum toegev""";0;
"0902";"1";1;"";"0130";"000307";"";"";"";"";"";"";"";"307";"- zie bij ""Amiodaron toegevoegd""";"";"- zie ""Amiodaron toegev""";0;
"0902";"1";1;"";"0130";"000308";"";"";"";"";"";"";"";"308";"- zie bij ""Macrolide toegevoegd""";"";"- zie ""Macrolide toegev""";0;
"0902";"1";1;"";"0130";"000309";"";"";"";"";"";"";"";"309";"- zie bij ""Itraconazol toegevoegd""";"";"- zie ""Itraconazol toege""";0;
"0902";"1";1;"";"0130";"000310";"";"";"";"";"";"";"";"310";"- zie bij ""Kinidine toegevoegd""";"";"- zie ""Kinidine toegevoe""";0;
"0902";"1";1;"";"0130";"000311";"";"";"";"";"";"";"";"311";"- zie bij ""Nefazodon toegevoegd""";"";"- zie ""Nefazodon toegevo""";0;
"0902";"1";1;"";"0130";"000312";"";"";"";"";"";"";"";"312";Digoxine toegevoegd aan amfotericine B:;"";Digoxine aan amfoterine B;0;
"0902";"1";1;"";"0130";"000313";"";"";"";"";"";"";"";"313";Amfotericine B toegevoegd aan digoxine:;"";Amfotericine B toegevoegd;0;
"0902";"1";1;"";"0130";"000314";"";"";"";"";"";"";"";"314";"- zie bij ""Amfotericine B toegevoegd""";"";"- zie ""Amfotericine B toe";0;
"0902";"1";1;"";"0130";"000315";"";"";"";"";"";"";"";"315";Herhaling amfotericine verhoogde dosis:;"";Herh amfotericin verhoogd;0;
"0902";"1";1;"";"0130";"000316";"";"";"";"";"";"";"";"316";Herhaling amfotericine verlaagde dosis:;"";Herh amfotercine verlaagd;0;
"0902";"1";1;"";"0130";"000317";"";"";"";"";"";"";"";"317";Lithium toegevoegd aan diureticum:;"";Lithium aan diureticum:;0;
"0902";"1";1;"";"0130";"000318";"";"";"";"";"";"";"";"318";Diureticum toegevoegd aan lithium:;"";Diureticum aan lithium:;0;
"0902";"1";1;"";"0130";"000319";"";"";"";"";"";"";"";"319";Vraag patient naar extra controle Lithium;"";Vraag naar Li-spiegelcont;0;
"0902";"1";1;"";"0130";"000320";"";"";"";"";"";"";"";"320";Lithium toegevoegd aan metronidazol:;"";Lithium aan metronidazol;0;
"0902";"1";1;"";"0130";"000321";"";"";"";"";"";"";"";"321";Metronidazol toegevoegd aan lithium:;"";Metronidazol aan lithium;0;
"0902";"1";1;"";"0130";"000322";"";"";"";"";"";"";"";"322";Herhaling metronidazol verhoogde dosis:;"";Herh metronidazol verhoog;0;
"0902";"1";1;"";"0130";"000323";"";"";"";"";"";"";"";"323";Herhaling metronidazol verlaagde dosis:;"";Herh metronidazol verlaag;0;
"0902";"1";1;"";"0130";"000324";"";"";"";"";"";"";"";"324";"- zie bij ""Metronidazol toegevoegd""";"";"- zie ""Metronidazol toege";0;
"0902";"1";1;"";"0130";"000325";"";"";"";"";"";"";"";"325";Lithium toegevoegd aan NSAID:;"";Lithium toegevoegd NSAID;0;
"0902";"1";1;"";"0130";"000326";"";"";"";"";"";"";"";"326";NSAID toegevoegd aan lithium:;"";NSAID aan lithium:;0;
"0902";"1";1;"";"0130";"000327";"";"";"";"";"";"";"";"327";Herhaling NSAID in verhoogde dosis:;"";Herh NSAID verhoogde dosi;0;
"0902";"1";1;"";"0130";"000328";"";"";"";"";"";"";"";"328";Herhaling NSAID verlaagde dosis:;"";Herh NSAID verlaagde dosi;0;
"0902";"1";1;"";"0130";"000329";"";"";"";"";"";"";"";"329";"- zie bij ""NSAID toegevoegd""";"";"- zie ""NSAID toegevoegd""";0;
"0902";"1";1;"";"0130";"000330";"";"";"";"";"";"";"";"330";Lithium toegevoegd aan RAAS-remmer:;"";Lithium aan RAAS-remmer:;0;
"0902";"1";1;"";"0130";"000331";"";"";"";"";"";"";"";"331";RAAS-remmer toegevoegd aan lithium:;"";RAAS-remmer aan lithium:;0;
"0902";"1";1;"";"0130";"000332";"";"";"";"";"";"";"";"332";Herhaling RAAS-remmer verhoogde dosis:;"";Herh RAAS-remmer verhoogd;0;
"0902";"1";1;"";"0130";"000333";"";"";"";"";"";"";"";"333";Herhaling RAAS-remmer verlaagde dosis:;"";Herh RAAS-remmer verlaagd;0;
"0902";"1";1;"";"0130";"000334";"";"";"";"";"";"";"";"334";"- zie bij ""RAAS-remmer toegevoegd""";"";"- zie ""RAAS-remmer toegev";0;
"0902";"1";1;"";"0130";"000335";"";"";"";"";"";"";"";"335";- digoxine 2 uur voor of 4 uur na;"";- dig. 2 uur voor/4 uur n;0;
"0902";"1";1;"";"0130";"000336";"";"";"";"";"";"";"";"336";. antacidum innemen;"";. antacidum innemen;0;
"0902";"1";1;"";"0130";"000337";"";"";"";"";"";"";"";"337";Dosis ritonavir en saquinavir verlagen;"";Dosis rito+saqui verlagen;0;
"0902";"1";1;"";"0130";"000338";"";"";"";"";"";"";"";"338";. naar 400 mg 2x per dag (beide stoffen);"";. naar 400 mg 2x per dag;0;
"0902";"1";1;"";"0130";"000339";"";"";"";"";"";"";"";"339";Dosis rizatriptan verlagen;"";Dosis rizatript. verlagen;0;
"0902";"1";1;"";"0130";"000340";"";"";"";"";"";"";"";"340";. naar 5 mg in 1 dosis;"";. naar 5 mg in 1 dosis;0;
"0902";"1";1;"";"0130";"000341";"";"";"";"";"";"";"";"341";Absorptie raloxifeen neemt af;"";Abs. raloxifeen neemt af;0;
"0902";"1";1;"";"0130";"000342";"";"";"";"";"";"";"";"342";Ernstige hypotensie kan optreden;"";Ernstige hypotensie kan;0;
"0902";"1";1;"";"0130";"000343";"";"";"";"";"";"";"";"343";Bloeddruk moet gecontroleerd;"";Bloeddruk moet gecontrol.;0;
"0902";"1";1;"";"0130";"000344";"";"";"";"";"";"";"";"344";Lamotrigine toegevoegd aan valproinezuur:;"";Lamotrigine aan valproin:;0;
"0902";"1";1;"";"0130";"000345";"";"";"";"";"";"";"";"345";- instrueer patient bij staken;"";- instrueer staken;0;
"0902";"1";1;"";"0130";"000346";"";"";"";"";"";"";"";"346";. contact op te nemen met trombosedienst;"";. contact trombosedienst;0;
"0902";"1";1;"";"0130";"000347";"";"";"";"";"";"";"";"347";Meld start middel aan trombosedienst;"";Meld start aan tr.dienst;0;
"0902";"1";1;"";"0130";"000348";"";"";"";"";"";"";"";"348";Meld staken aan trombosedienst;"";Meld staken aan trdienst;0;
"0902";"1";1;"";"0130";"000349";"";"";"";"";"";"";"";"349";NIET afleveren;"";NIET afleveren;0;
"0902";"1";1;"";"0130";"000350";"";"";"";"";"";"";"";"350";Effect cumarine neemt toe;"";Effect cumarine neemt toe;0;
"0902";"1";1;"";"0130";"000351";"";"";"";"";"";"";"";"351";Combinatie is gecontraindiceerd;"";Comb is gecontraindiceerd;0;
"0902";"1";1;"";"0130";"000352";"";"";"";"";"";"";"";"352";- instrueer patient;"";- instrueer patient;0;
"0902";"1";1;"";"0130";"000353";"";"";"";"";"";"";"";"353";- meld start + reden van voorschrijven;"";- meld start + reden van;0;
"0902";"1";1;"";"0130";"000354";"";"";"";"";"";"";"";"354";. aan trombosedienst;"";. aan trombosedienst;0;
"0902";"1";1;"";"0130";"000355";"";"";"";"";"";"";"";"355";Meld vervanging aan trombosedienst;"";Meld vervanging tr.dienst;0;
"0902";"1";1;"";"0130";"000356";"";"";"";"";"";"";"";"356";Instrueer patient gebruik te melden bij;"";Instrueer patient gebruik;0;
"0902";"1";1;"";"0130";"000357";"";"";"";"";"";"";"";"357";.eerstvolgend contact met trombosedienst;"";.eerste contact tr.dienst;0;
"0902";"1";1;"";"0130";"000358";"";"";"";"";"";"";"";"358";Recept van trombosedienst: afleveren;"";Recept tr.dienst:lever af;0;
"0902";"1";1;"";"0130";"000359";"";"";"";"";"";"";"";"359";Recept NIET van trombosedienst, en;"";Recept NIET tromb.dienst,;0;
"0902";"1";1;"";"0130";"000360";"";"";"";"";"";"";"";"360";. eenmalig gebruik: afleveren;"";. eenmalig gebr.:lever af;0;
"0902";"1";1;"";"0130";"000361";"";"";"";"";"";"";"";"361";. meermalig gebruik:;"";. meermalig gebruik:;0;
"0902";"1";1;"";"0130";"000362";"";"";"";"";"";"";"";"362";. Trombosedienst is NIET op de hoogte:;"";.Tr.dienst NIET op hoogte;0;
"0902";"1";1;"";"0130";"000363";"";"";"";"";"";"";"";"363";- vertel patient;"";- vertel patient;0;
"0902";"1";1;"";"0130";"000364";"";"";"";"";"";"";"";"364";. tetracycline 2 uur VOOR antacidum;"";. tetrac 2 uur VOOR antac;0;
"0902";"1";1;"";"0130";"000365";"";"";"";"";"";"";"";"365";- geef medicatieschema mee;"";- geef medicatieschema;0;
"0902";"1";1;"";"0130";"000366";"";"";"";"";"";"";"";"366";. chinolon 4 uur VOOR antacidum;"";.chinol. 4uur VOOR antac.;0;
"0902";"1";1;"";"0130";"000367";"";"";"";"";"";"";"";"367";. delavirdine 2 uur VOOR antacidum;"";.delavir. 2 uur VOOR ant.;0;
"0902";"1";1;"";"0130";"000368";"";"";"";"";"";"";"";"368";. itra/keto 2 uur VOOR ander middel;"";.itra/keto 2 uur VOOR and;0;
"0902";"1";1;"";"0130";"000369";"";"";"";"";"";"";"";"369";. itra/ketoconazol 2 uur VOOR didanosine;"";.itra/keto 2 uur VOOR did;0;
"0902";"1";1;"";"0130";"000370";"";"";"";"";"";"";"";"370";. mycofenolzuur 2 uur VOOR antacidum;"";.mycofenol 2 uur VOOR ant;0;
