Backup ID,Bestandnummer,Bruto formule,CAS-nummer,Code opiumwet,Code rijvaardigheid,Code stamnaam toegestaan,Code vergift,Code werkzaam bestanddeel/hulp,Databroncode,Generieke naam,Generiekenaamcode,Informatorium stof code,IsStamnaam,Molecuulgewicht,Molecuulgewicht indicator,Molecuulgewicht samenstelling,Mutatiecode,Soortelijk gewicht,Stamnaamcode,Volledige generieke naam code,Voorkeurseenheid memocode
,0750,C18H40ClN3O2,000000000,,,,,B,,DODICINE HYDROCHLORIDE,045381,000000,FALSE,366.00,,366.00,0,0.00,003506,045381,MG
,0750,C22H23NO7.HCl.2H2O,000000000,,,,,W,,NOSCAPINE HYDROCHLORIDE-2-WATER,045403,000753,FALSE,485.90,,485.90,0,0.00,010103,045403,MG
,0750,,000000000,,,,,W,,ONONIS SPINOSA WORTEL,045438,000000,FALSE,0.00,,0.00,0,0.00,025585,045438,MG
,0750,,000000000,,,,,W,,ONONIS SPINOSA EXTRACT,045446,000000,FALSE,0.00,,0.00,0,0.00,025585,045446,MG
,0750,C23H27NO8,000131282,,,S,,W,,NARCEINE,045454,000000,TRUE,445.45,,445.45,0,0.00,045454,045454,MG
,0750,C19H21NO3,000115377,,1,S,,W,,THEBAINE,045470,000000,TRUE,311.37,,311.37,0,0.00,045470,045470,MG
,0750,C19H21NO3.HCl.H2O,005967748,,1,,,W,,THEBAINE HYDROCHLORIDE-1-WATER,045489,000000,FALSE,365.80,,365.80,0,0.00,045470,045489,MG
,0750,C11H17NO3,000586061,,,S,,W,,ORCIPRENALINE,045497,000000,TRUE,211.27,,211.27,0,0.00,045497,045497,MG
,0750,C18H23NO,000083987,,,S,,W,,ORFENADRINE,045500,001017,TRUE,269.37,,269.37,0,0.00,045500,045500,MG
,0750,C18H23NO.C6H8O7,004682364,,,,,W,,ORFENADRINE CITRAAT,045519,001017,FALSE,461.50,,461.50,0,0.00,045500,045519,MG
,0750,C5H12N2O2,000070268,,,S,,W,,ORNITHINE,045527,000000,TRUE,132.16,,132.16,0,0.00,045527,045527,MG
,0750,,000000000,,,,,W,,ORTHOSIFON BLAD,045535,000227,FALSE,0.00,,0.00,0,0.00,002844,045535,MG
,0750,C29H44O12,000630604,,,S,,W,,OUABAINE,045543,000000,TRUE,584.64,,584.64,0,0.00,045543,045543,MG
,0750,,000000000,,,,,W,,OVARIUM EXTRACT,045551,000000,FALSE,0.00,,0.00,0,0.00,025607,045551,MG
,0750,C14H12N3O,000959148,,,S,,W,,OXOLAMINE,045578,000000,TRUE,245.32,,245.32,0,0.00,045578,045578,MG
,0750,C18H22N2O2S,003689507,,1,S,,W,,OXOMEMAZINE,045586,000191,TRUE,330.40,,330.40,0,0.00,045586,045586,MG
,0750,C15H23NO3,006452717,,,S,,W,,OXPRENOLOL,045594,001209,TRUE,265.34,,265.34,0,0.00,045594,045594,MG
,0750,C17H28N2O3,000099434,,,S,,W,,OXYBUPROCAINE,045608,001370,TRUE,308.40,,308.40,0,0.00,045608,045608,MG
,0750,C9H7NO,000148243,,,S,,B,,OXYCHINOLINE,045616,000290,TRUE,145.20,,145.20,0,0.00,045616,045616,MG
,0750,C18H21NO4,000076426,,1,S,,W,,OXYCODON,045624,000071,TRUE,315.36,,315.36,0,0.00,045624,045624,MG
,0750,C19H23NO3,015687419,,,S,,W,,OXYFEDRINE,045632,000000,TRUE,313.38,,313.38,0,0.00,045632,045632,MG
,0750,C19H20N2O3,000129204,,,S,,W,,OXYFENBUTAZON,045659,000000,TRUE,324.37,,324.37,0,0.00,045659,045659,MG
,0750,C20H28N2O3,000125531,,,S,,W,,OXYFENCYCLIMINE,045667,000000,TRUE,344.44,,344.44,0,0.00,045667,045667,MG
,0750,C21H35NO4,000000000,,,S,,W,,OXYFENONIUM,045675,000000,TRUE,366.50,,366.50,0,0.00,045675,045675,MG
,0750,C20H15NO3,000125133,,,S,,W,,OXYFENISATINE,045683,000000,TRUE,317.30,,317.30,0,0.00,045683,045683,MG
,0750,C16H24N2O,001491594,,,S,,W,,OXYMETAZOLINE,045691,001231,TRUE,260.37,,260.37,0,0.00,045691,045691,MG
,0750,C22H24N2O9,000079572,,,S,,W,,OXYTETRACYCLINE,045705,001317,TRUE,460.44,,460.44,0,0.00,045705,045705,MG
,0750,,000000000,,,,,W,,OXYTETRACYCLINE (ALS 2-WATER),045713,001317,FALSE,460.44,,460.44,0,0.00,045705,005479,MG
,0750,,000000000,,,,,W,,OXYTOCINE (ALS CITRAAT),045721,000778,FALSE,1007.20,,1.00,0,0.00,010421,013145,IE
,0750,,000000000,,,S,,W,,PAARDENKASTANJE,045748,002338,TRUE,0.00,,0.00,0,0.00,045748,045748,XX
,0750,,000000000,,,,,W,,"PAARDENKASTANJE EXTRACT, DROOG",045756,002338,FALSE,0.00,,0.00,0,0.00,045748,045756,MG
,0750,,000000000,,,,,W,,"PAARDENKASTANJE EXTRACT, VLOEIBAAR",045764,002338,FALSE,0.00,,0.00,0,0.00,045748,045764,MG
,0750,,000000000,,,,,W,,PAARDENKASTANJE EXTRACT OVEREENKOMEND MET AESCINE,045772,002338,FALSE,0.00,,0.00,0,0.00,045748,045772,MG
,0750,,000000000,,,S,,B,,GINSENG PREPARAAT,045780,000000,TRUE,0.00,,0.00,0,0.00,045780,045780,XX
,0750,,000000000,,,,,W,,GINSENG WORTEL,045799,000000,FALSE,0.00,,0.00,0,0.00,045780,045799,MG
,0750,,000000000,,,,,W,,GINSENG TINCTUUR,045802,000000,FALSE,0.00,,0.00,0,0.00,045780,045802,MG
,0750,,053608756,,,S,,W,,PANCRELIPASE,045810,000000,TRUE,0.00,,0.00,0,0.00,045810,045810,MG
,0750,C35H60N2O4,000000000,,,S,,W,,PANCURONIUM,045829,001199,TRUE,572.90,,572.90,0,0.00,045829,045829,MG
,0750,C9H17NO5,000599542,,,S,,W,,"PANTOTHEENZUUR, RACEMISCH",045837,000000,TRUE,219.50,,219.50,0,0.00,045837,045837,MG
,0750,C9H16NO5Na,000000000,,,,,W,,"PANTOTHENAAT NATRIUM, RACEMISCH",045845,000000,FALSE,231.50,,231.50,0,0.00,045837,045845,MG
,0750,,000000000,,,S,,B,,PARAFFINE,045853,000954,TRUE,0.00,,0.00,0,0.00,045853,045853,XX
,0750,,000000000,,,,,B,,"PARAFFINE, DUNVLOEIBAAR",045861,000954,FALSE,0.00,,0.00,0,0.84,045853,045861,MG
,0750,,008012951,,,,,B,,"PARAFFINE, VLOEIBAAR",045888,000954,FALSE,0.00,,0.00,0,0.86,045853,045888,MG
,0750,C22H29FO5,000053338,,,S,,W,,PARAMETHASON,045896,000000,TRUE,392.45,,392.45,0,0.00,045896,045896,MG
,0750,C23H45N5O14,007542372,,,S,,W,,PAROMOMYCINE,045918,000526,TRUE,615.60,,615.60,0,0.00,045918,045918,MG
,0750,,000000000,,,,,W,,PAROMOMYCINE (ALS SULFAAT),045926,000526,FALSE,615.60,,615.60,0,0.00,045918,005673,MG
,0750,,000000000,,,,,W,,PASSIEBLOEM EXTRACT,045934,005169,FALSE,0.00,,0.00,0,0.00,032484,045934,MG
,0750,,000000000,,,,,W,,PASSIEBLOEM TINCTUUR,045942,005169,FALSE,0.00,,0.00,0,0.00,032484,045942,MG
,0750,(C18H29NO2)2.H2SO4,038363325,,,,,W,,PENBUTOLOL SULFAAT,045950,000000,FALSE,680.94,,340.50,0,0.00,028088,045950,MG
,0750,,000000000,,,,,W,,PENICILLAMINE (ALS HYDROCHLORIDE),045969,000142,FALSE,149.20,,149.20,0,0.00,000930,029874,MG
,0750,,000000000,,,,,W,,PENTAMIDINE (ALS DIMESILAAT),045977,000389,FALSE,340.60,,340.60,0,0.00,006246,021210,MG
,0750,C19H24N4O2.2C2H6O4S,000140647,,,,,W,,PENTAMIDINE DI-ISETIONAAT,045985,000389,FALSE,592.70,,592.70,0,0.00,006246,045985,MG
,0750,,000000000,,,,,W,,PENTAMIDINE (ALS DI-ISETIONAAT),045993,000389,FALSE,340.60,,340.60,0,0.00,006246,045985,MG
,0750,C9H16NO5Na,000867812,,,,,W,,PANTOTHENAAT NATRIUM,046000,001459,FALSE,231.50,,231.50,0,0.00,043737,046000,MG
,0750,,000000000,,,S,,W,,PEPER PREPARAAT,046051,000000,TRUE,0.00,,0.00,0,0.00,046051,046051,XX
,0750,C20H25N3S,000084979,,1,S,,W,,PERAZINE,046078,000000,TRUE,339.49,,339.49,0,0.00,046078,046078,MG
,0750,,000000000,,1,,,W,,PERAZINE (ALS DIMALONAAT),046086,000000,FALSE,339.49,,339.49,0,0.00,046078,014192,MG
,0750,,000000000,,,,,W,,MAZELENVIRUS EDMONSTON-STAM,046094,001444,FALSE,0.00,,0.00,0,0.00,015199,046094,CC
,0750,,000000000,,,S,,W,,MENINGOKOKKENVACCIN,046116,001987,TRUE,0.00,,0.00,0,0.00,046116,046116,XX
,0750,,000000000,,,,,W,,NEISSERIA MENINGITIDIS A POLYSACCHARIDEN,046124,001987,FALSE,0.00,,0.00,0,0.00,046116,046124,UG
,0750,,000000000,,,,,W,,NEISSERIA MENINGITIDIS C POLYSACCHARIDEN,046132,001987,FALSE,0.00,,0.00,0,0.00,046116,046132,UG
,0750,,000000000,,,S,,W,,PESTVACCIN,046140,000000,TRUE,0.00,,0.00,0,0.00,046140,046140,XX
,0750,,000000000,,,,,W,,"YERSINIA PESTIS, GEINACTIVEERD",046159,000000,FALSE,0.00,,0.00,0,0.00,046140,046159,MK
,0750,,000000000,,,,,W,,"YERSINIA PESTIS, VERZWAKT",046167,000000,FALSE,0.00,,0.00,0,0.00,046140,046167,MK
,0750,,000000000,,,S,,W,,PNEUMOKOKKENVACCIN,046175,001777,TRUE,0.00,,0.00,0,0.00,046175,046175,XX
,0750,,000000000,,,,,W,,PNEUMOKOKKEN 14 TYPEN POLYSACCHARIDEN,046183,001777,FALSE,0.00,,0.00,0,0.00,046175,046183,UG
,0750,,000000000,,,,,W,,PNEUMOKOKKEN 23 TYPEN POLYSACCHARIDEN,046191,001777,FALSE,0.00,,0.00,0,0.00,046175,046191,UG
,0750,,000000000,,,,,W,,"RABIESVIRUS, HONDENIERCELLEN",046221,001140,FALSE,0.00,,1.00,0,0.00,015229,046221,IE
,0750,,000000000,,,,,W,,"RABIESVIRUS, MENSELIJKE DIPLOIDE CELLEN",046248,001140,FALSE,0.00,,1.00,0,0.00,015229,046248,IE
,0750,,000000000,,,,,W,,RUBELLAVIRUS CENDEHILL,046264,001474,FALSE,0.00,,0.00,0,0.00,015237,046264,CC
,0750,,000000000,,,,,W,,RUBELLAVIRUS RA-27/3-STAM,046272,001474,FALSE,0.00,,0.00,0,0.00,015237,046272,CC
,0750,,000000000,,,,,W,,RUBELLAVIRUS HPV-77,046280,001474,FALSE,0.00,,0.00,0,0.00,015237,046280,PU
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/BRAZIL/11/78 (H1N1), INTACT",046299,001136,FALSE,0.00,,0.00,0,0.00,036196,046299,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/PHILIPP./2/82 (H3N2), INTACT",046302,001136,FALSE,0.00,,0.00,0,0.00,036196,046302,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS B/USSR/100/83, INTACT",046310,001136,FALSE,0.00,,0.00,0,0.00,036196,046310,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/CHILI/1/83 (H1N1), INTACT",046329,001136,FALSE,0.00,,0.00,0,0.00,036196,046329,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS B/SINGAPORE/222/79, INTACT",046337,001136,FALSE,0.00,,0.00,0,0.00,036196,046337,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/BRAZIL/11/78 (H1N1), GESPLITST",046345,001136,FALSE,0.00,,0.00,0,0.00,036196,046345,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/PHILIPP./2/82 (H3N2), GESPLITST",046353,001136,FALSE,0.00,,0.00,0,0.00,036196,046353,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS B/SINGAPORE/222/79, GESPLITST",046361,001136,FALSE,0.00,,0.00,0,0.00,036196,046361,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS A/CHILI/1/83 (H1N1), GESPLITST",046388,001136,FALSE,0.00,,0.00,0,0.00,036196,046388,UG
,0750,,000000000,,,,,W,,"INFLUENZAVIRUS B/USSR/100/83, GESPLITST",046396,001136,FALSE,0.00,,0.00,0,0.00,036196,046396,UG
,0750,,000000000,,,S,,W,,BOTULISME-IMMUNOGLOBULINE,046418,001127,TRUE,0.00,,0.00,0,0.00,046418,046418,XX
,0750,,000000000,,,S,,W,,GASGANGREENIMMUNOGLOBULINE,046450,000000,TRUE,0.00,,0.00,0,0.00,046450,046450,XX
,0750,,000000000,,,S,,W,,"IMMUNOGLOBULINE, NORMAAL",046507,001463,TRUE,0.00,,0.00,0,0.00,046507,046507,XX
,0750,,000000000,,,,,W,,"IMMUNOGLOBULINE, NORMAAL, HUMAAN",046515,001463,FALSE,0.00,,0.00,0,0.00,046507,046515,MG
,0750,,000000000,,,,,W,,"IMMUNOGLOBULINE, NORMAAL, HUMAAN PLACENTAIR",046523,001463,FALSE,0.00,,0.00,0,0.00,046507,046523,MG
,0750,HgO,021908532,,,S,,W,,KWIK(II)OXIDE,046531,000000,TRUE,216.60,,216.60,0,0.00,046531,046531,MG
,0750,C19H26N2S,066104221,,1,S,,W,,PERGOLIDE,046558,001926,TRUE,314.49,,314.49,0,0.00,046558,046558,MG
,0750,C19H35N,006621472,,,S,,W,,PERHEXILINE,046566,000000,TRUE,277.50,,277.50,0,0.00,046566,046566,MG
,0750,,000000000,,,,,W,,PHASEOLUS VRUCHTENSCHIL,046574,000000,FALSE,0.00,,0.00,0,0.00,026948,046574,MG
,0750,C15H21NO2,000057421,,1,S,,W,,PETHIDINE,046582,000079,TRUE,247.35,,247.35,0,0.00,046582,046582,MG
,0750,,000000000,,,,,W,,PIMPINELLA EXTRACT,046590,000000,FALSE,0.00,,0.00,0,0.00,032328,046590,MG
,0750,,000000000,,,,,W,,PIMPINELLA WORTEL,046604,000000,FALSE,0.00,,0.00,0,0.00,032328,046604,XX
,0750,C26H41BrNO4,059995652,,,S,,W,,PINAVERIUM,046612,000000,TRUE,511.50,,511.50,0,0.00,046612,046612,MG
,0750,,000000000,,,S,,W,,BERGDENNEN PREPARAAT,046620,000000,TRUE,0.00,,0.00,0,0.00,046620,046620,XX
,0750,,009004642,,,S,,B,,HYPROLOSE,046639,001947,TRUE,0.00,,0.00,0,0.00,046639,046639,MG
,0750,C15H11ClN2O,001088115,,1,S,,W,,NORDAZEPAM,046647,000000,TRUE,270.70,,270.70,0,0.00,046647,046647,MG
,0750,C21H30FN3O2,001893330,,1,S,,W,,PIPAMPERON,046655,001072,TRUE,375.49,,375.49,0,0.00,046655,046655,MG
,0750,C14H17N5O3.3H2O,072571825,,,,,W,,PIPEMIDINEZUUR 3-WATER,046663,001858,FALSE,357.30,,357.30,0,0.00,028460,046663,MG
,0750,C23H27N5O7S,061477961,,,S,,W,,PIPERACILLINE,046671,001876,TRUE,517.57,,517.57,0,0.00,046671,046671,MG
,0750,,000000000,,,,,W,,PIPERACILLINE (ALS NA-ZOUT),046698,001876,FALSE,517.57,,517.57,0,0.00,046671,029262,MG
,0750,C19H30O5,000051036,,,S,,W,,PIPERONYLBUTOXIDE,046701,001927,TRUE,338.40,,338.40,0,0.00,046701,046701,MG
,0750,C12H20N2O3,038677815,,,S,,W,,PIRBUTEROL,046728,000000,TRUE,240.30,,240.30,0,0.00,046728,046728,MG
,0750,C12H20N2O3.C2H4O2,065652440,,,,,W,,PIRBUTEROL ACETAAT,046736,000000,FALSE,300.35,,300.35,0,0.00,046728,046736,MG
,0750,,000000000,,,,,W,,PIRBUTEROL (ALS ACETAAT),046744,000000,FALSE,240.30,,240.30,0,0.00,046728,046736,MG
,0750,,000000000,,,,,W,,PIRBUTEROL (ALS HYDROCHLORIDE),046752,000000,FALSE,240.30,,240.30,0,0.00,046728,033928,MG
,0750,C19H21N5O2,028797617,,,S,,W,,PIRENZEPINE,046760,000000,TRUE,351.42,,351.42,0,0.00,046760,046760,MG
,0750,C22H29N3O6S,033817208,,,S,,W,,PIVAMPICILLINE,046779,000000,TRUE,463.50,,463.50,0,0.00,046779,046779,MG
,0750,C22H27N3O6S,063836759,,,S,,W,,PIVCEFALEXINE,046787,000000,TRUE,461.54,,461.54,0,0.00,046787,046787,MG
,0750,C21H33N3O5S,032886978,,,S,,W,,PIVMECILLINAM,046795,000000,TRUE,439.60,,439.60,0,0.00,046795,046795,MG
,0750,C19H21NS,015574966,,1,S,,W,,PIZOTIFEEN,046809,001507,TRUE,295.45,,295.45,0,0.00,046809,046809,MG
,0750,,000000000,,1,,,W,,PIZOTIFEEN (ALS WATERSTOFMALAAT),046817,001507,FALSE,295.45,,295.45,0,0.00,046809,002437,MG
,0750,,009000559,,,,,W,,PODOFYLLUM WORTEL,046825,000818,FALSE,0.00,,0.00,0,0.00,011010,046825,MG
,0750,,008050600,,,,,W,,PODOFYLLUM HARS (PODOFYLLINE),046833,000818,FALSE,0.00,,0.00,0,0.00,011010,046833,MG
,0750,,000000000,,,,,W,,POLYGALA AMARA TINCTUUR,046841,000000,FALSE,0.00,,0.00,0,0.91,017612,046841,MG
,0750,,001404268,,,S,,B,,POLYMYXINE B,046868,000543,TRUE,0.00,,1.00,0,0.00,046868,046868,IE
,0750,C5H8O2,000080626,,,S,,B,,METHYLMETHACRYLAAT,046884,000000,TRUE,100.10,,100.10,0,0.00,046884,046884,MG
,0750,,000000000,,,S,,B,,METHYLMETHACRYLAATSTYREENCOPOLYMEER,046892,000000,TRUE,0.00,,0.00,0,0.00,046892,046892,MG
,0750,,000000000,,,S,,B,,DENNENAALD PREPARAAT,046906,000000,TRUE,0.00,,0.00,0,0.00,046906,046906,XX
,0750,,000000000,,,,,W,,DROSERA EXTRACT,046914,000000,FALSE,0.00,,0.00,0,0.00,010235,046914,MG
,0750,,000000000,,,,,W,,DROSERA TINCTUUR,046922,000000,FALSE,0.00,,0.00,0,0.00,010235,046922,MG
,0750,C21H26NO3,000596509,,,S,,W,,POLDINE,046930,000000,TRUE,340.40,,340.40,0,0.00,046930,046930,MG
,0750,,000000000,,,S,,W,,TETRA- EN POLYSACCHARIDEN MENGSEL,046949,000000,TRUE,0.00,,0.00,0,0.00,046949,046949,MG
,0750,,000000000,,,S,,W,,PLANTEN EXTRACTEN MENGSEL,046957,000000,TRUE,0.00,,0.00,0,0.00,046957,046957,XX
,0750,CH2(OH).{CH2.O.CH2}m.CH2OH m=28-36,000000000,,,,,B,,MACROGOL  1540,046965,000791,FALSE,1540.00,,1540.00,0,0.00,059048,046965,MG
,0750,CH2(OH).{CH2.O.CH2}m.CH2OH  m=5-6,037361152,,,,,B,,MACROGOL   300,046973,000791,FALSE,300.00,,300.00,0,1.13,059048,046973,MG
,0750,CH2(OH).{CH2.O.CH2}m.CH2OH  m=8-10,000000000,,,,,B,,MACROGOL   400,046981,000791,FALSE,400.00,,400.00,0,1.13,059048,046981,MG
,0750,CH2(OH).{CH2.O.CH2}m.CH2OH  m=69-84,000000000,,,,,B,,MACROGOL  4000,047007,000791,FALSE,4000.00,,4000.00,0,0.00,059048,047007,MG
,0750,CH2(OH).{CH2.O.CH2}m.CH2OHm=112-158,000000000,,,,,B,,MACROGOL  6000,047023,000791,FALSE,6000.00,,6000.00,0,0.00,059048,047023,MG
,0750,C7H9ClN2O,000051150,,,,,W,,PRALIDOXIM CHLORIDE,047031,000000,FALSE,172.60,,172.60,0,0.00,007927,047031,MG
,0750,,000000000,,,,,B,,DENNENAALD OLIE,047058,000000,FALSE,0.00,,0.00,0,0.00,046906,047058,MG
,0750,C17H27NO3.HCl,000637581,,,,,W,,PRAMOCAINE HYDROCHLORIDE,047066,000045,FALSE,329.90,,329.90,0,0.00,020931,047066,MG
,0750,C19H21N5O4,019216569,,,S,,W,,PRAZOSINE,047074,001668,TRUE,382.42,,382.42,0,0.00,047074,047074,MG
,0750,,000000000,,,,,W,,PREDNISOLON (ALS DINATRIUMFOSFAAT),047082,000323,FALSE,360.40,,360.40,0,0.00,004170,004197,MG
,0750,C24H27N,000390647,,,S,,W,,PRENYLAMINE,047090,000000,TRUE,329.46,,329.46,0,0.00,047090,047090,MG
,0750,,000000000,,,,,W,,PRENYLAMINE (ALS LACTAAT),047104,000000,FALSE,329.46,,329.46,0,0.00,047090,015938,MG
,0750,C13H20N2O,000721506,,,S,,W,,PRILOCAINE,047112,000046,TRUE,220.31,,220.31,0,0.00,047112,047112,MG
,0750,C15H21N3O,000090346,,,S,,W,,PRIMAQUINE,047120,000381,TRUE,259.34,,259.34,0,0.00,047120,047120,MG
,0750,,000000000,,,,,W,,PRIMAQUINE (ALS DIFOSFAAT),047139,000381,FALSE,259.34,,259.34,0,0.00,047120,006173,MG
,0750,,000000000,,,,,B,,PRIMULA TINCTUUR,047147,000000,FALSE,0.00,,0.00,0,0.00,023574,047147,MG
,0750,,000000000,,,,,W,,PRIMULA WORTEL,047155,000000,FALSE,0.00,,0.00,0,0.00,023574,047155,XX
,0750,C13H21N3O,000051069,,,S,,W,,PROCAINAMIDE,047163,000501,TRUE,235.30,,235.30,0,0.00,047163,047163,MG
,0750,C12H19N3O,000671169,,,S,,W,,PROCARBAZINE,047171,000569,TRUE,221.30,,221.30,0,0.00,047171,047171,MG
,0750,,000000000,,,,,W,,PRIMULA EXTRACT,047198,000000,FALSE,0.00,,0.00,0,0.00,023574,047198,MG
,0750,,000000000,,1,,,W,,PROCHLOORPERAZINE (ALS DIWATERSTOFMALEAAT),047201,001060,FALSE,373.90,,373.90,0,0.00,021032,014230,MG
,0750,,000000000,,,S,,H,,POLYSORBAAT SOORT ONBEKEND,047228,000000,TRUE,0.00,,0.00,0,0.00,047228,047228,MG
,0750,C27H38O6,069164698,,,,,W,,PREDNISOLON CAPROAAT,047236,000323,FALSE,458.60,,458.60,0,0.00,004170,047236,MG
,0750,C19H29NO,000077372,,,S,,W,,PROCYCLIDINE,047244,000000,TRUE,287.43,,287.43,0,0.00,047244,047244,MG
,0750,,000000000,,,S,,W,,TUBERCULINE VAN ATYPISCHE MYCOBACTERIEN,047252,000000,TRUE,0.00,,0.00,0,0.00,047252,047252,XX
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM AVIUM,047260,000000,FALSE,0.00,,0.00,0,0.00,047252,047260,UG
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM FORTUITUM,047279,000000,FALSE,0.00,,0.00,0,0.00,047252,047279,UG
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM INTRACELLULARE,047287,000000,FALSE,0.00,,0.00,0,0.00,047252,047287,UG
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM KANSASII,047295,000000,FALSE,0.00,,0.00,0,0.00,047252,047295,UG
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM MARINUM,047309,000000,FALSE,0.00,,0.00,0,0.00,047252,047309,UG
,0750,,000000000,,,,,W,,TUBERCULINE PPD VAN MYCOBACTERIUM SCROPHULACEUM,047317,000000,FALSE,0.00,,0.00,0,0.00,047252,047317,UG
,0750,C11H16ClN5,000500925,,,S,,W,,PROGUANIL,047325,000384,TRUE,253.70,,253.70,0,0.00,047325,047325,MG
,0750,C17H20N2S,000058402,,1,S,,W,,PROMAZINE,047333,000000,TRUE,284.41,,284.41,0,0.00,047333,047333,MG
,0750,C23H30NO3,000298500,,,S,,W,,PROPANTHELINE,047341,000000,TRUE,368.50,,368.50,0,0.00,047341,047341,MG
,0750,C16H21NO2,000525666,,1,S,,W,,PROPRANOLOL,047368,001210,TRUE,259.34,,259.34,0,0.00,047368,047368,MG
,0750,,009012004,,,S,,W,,PROTAMINE,047376,000125,TRUE,0.00,,0.00,0,0.00,047376,047376,XX
,0750,C16H19N3S,000303695,,1,S,,W,,PROTHIPENDYL,047384,000000,TRUE,285.42,,285.42,0,0.00,047384,047384,MG
,0750,C9H12N2S.HCl,000000000,,,,,W,,PROTIONAMIDE HYDROCHLORIDE,047392,000438,FALSE,216.80,,216.80,0,0.00,006793,047392,MG
,0750,,000000000,,,,,W,,PROTIONAMIDE (ALS HYDROCHLORIDE),047406,000438,FALSE,180.30,,180.30,0,0.00,006793,047392,MG
,0750,C19H21N,000438608,,1,S,,W,,PROTRIPTYLINE,047414,000000,TRUE,263.37,,263.37,0,0.00,047414,047414,MG
,0750,*C21H38O2*,000000000,,,S,,W,,PROPYLLINOLAAT,047422,000000,TRUE,322.50,1,322.50,0,0.00,047422,047422,MG
,0750,C11H14N2S,015686836,,,S,,W,,PYRANTEL,047430,001506,TRUE,206.32,,206.32,0,0.00,047430,047430,MG
,0750,,000000000,,,,,W,,PYLORUS POEDER,047449,000000,FALSE,0.00,,0.00,0,0.00,028576,047449,MG
,0750,C9H13N2O2,000000000,,,S,,W,,PYRIDOSTIGMINE,047457,001035,TRUE,181.20,,181.20,0,0.00,047457,047457,MG
,0750,C8H11NO3,000065236,,,S,,W,,PYRIDOXINE,047465,001255,TRUE,169.10,,169.10,0,0.00,047465,047465,MG
,0750,C5H5NOS,001121308,,,S,,W,,PYRITHION,047473,001779,TRUE,127.18,,127.18,0,0.00,047473,047473,MG
,0750,C26H29N3,000641690,,,S,,W,,PYRVINIUM,047481,000000,TRUE,383.57,,383.57,0,0.00,047481,047481,MG
,0750,,000000000,,,,,W,,RATANHIA TINCTUUR,047503,000806,FALSE,0.00,,0.00,0,0.92,010863,047503,MG
,0750,,000000000,,,,,W,,"RATANHIA EXTRACT, DROOG",047511,000806,FALSE,0.00,,0.00,0,0.00,010863,047511,MG
,0750,,000000000,,,,,W,,PLANTAGO OVATA ZAAD,047546,002189,FALSE,0.00,,0.00,0,0.00,012874,047546,MG
,0750,,000000000,,,,,W,,PLANTAGO OVATA ZAADHUID,047554,002189,FALSE,0.00,,0.00,0,0.00,012874,047554,MG
,0750,,000000000,,,,,W,,STREPTOCOCCUS PYOGENES,047562,000000,FALSE,0.00,,0.00,0,0.00,056820,047562,MK
,0750,,000000000,,,S,,W,,BACILLUS PRODIGIOSUS AUTOLYSAAT,047570,000000,TRUE,0.00,,0.00,0,0.00,047570,047570,XX
,0750,,000000000,,,S,,W,,PSEUDOMONAS AERUGINOSA AUTOLYSAAT,047589,000000,TRUE,0.00,,0.00,0,0.00,047589,047589,XX
,0750,,037328839,,,,,W,,GLUCAGON PROTAMINEZINK,047597,000134,FALSE,0.00,,1.00,0,0.00,001627,047597,IE
,0750,,000000000,,,,,W,,GLUCAGON (ALS PROTAMINEZINK),047600,000134,FALSE,3482.80,,1.00,0,0.00,001627,047597,IE
,0750,,000000000,,,S,,W,,PULMONARIA PREPARAAT,047627,000000,TRUE,0.00,,0.00,0,0.00,047627,047627,XX
,0750,,000000000,,,,,W,,PULMONARIA KRUID,047635,000000,FALSE,0.00,,0.00,0,0.00,047627,047635,MG
,0750,,000000000,,,S,,W,,PULSATILLA PRATENSIS PREPARAAT,047643,000000,TRUE,0.00,,0.00,0,0.00,047643,047643,XX
,0750,C12H16N4O18,009004700,,,S,,B,,PYROXYLINE,047651,001967,TRUE,504.28,,504.28,0,0.00,047651,047651,MG
,0750,,000000000,,,,,W,,RHAMNUS FRANGULA BAST,047678,002180,FALSE,0.00,,0.00,0,0.00,013064,047678,MG
,0750,,000000000,,,,,W,,RHAMNUS FRANGULA EXTRACT,047686,002180,FALSE,0.00,,0.00,0,0.00,013064,047686,MG
,0750,,000000000,,,,,W,,RHAMNUS PURSHIANA BAST,047694,002181,FALSE,0.00,,0.00,0,0.00,025836,047694,MG
